Job Role,Company,Experience Level,Location,Skills,Job Type,Work Mode,Salary Range,Job Posting Date,Min Salary (LPA),Max Salary (LPA)
Data Analyst,Brady Plc,Senior Level,Kolkata,"google cloud, sql, tableau, r, google colab",Internship,On-Site,5-28 LPA,2025-02-18,5.0,28.0
Data Analytics Specialist,Williams-French,Mid Level,Remote,"tableau, google colab, sql, r, powerbi",Full-Time,On-Site,15-31 LPA,2025-08-22,15.0,31.0
Data Analyst,Acosta-Vasquez,Internship,Mumbai,"excel, python, tableau, r, google colab",Full-Time,On-Site,6-31 LPA,2025-02-24,6.0,31.0
Junior Data Analyst,"Hanson, Wilson And Oconnell",Mid Level,Remote,"tableau, sql, python, excel, powerbi, powerbi",Internship,On-Site,8-23 LPA,2025-08-19,8.0,23.0
Senior Data Analyst,Cohen-Gibson,Mid Level,New Delhi,"powerbi, powerbi, python, powerbi",Part-Time,Remote,3-30 LPA,2024-11-01,3.0,30.0
Data Analytics Specialist,Patterson-Peterson,Internship,Mumbai,"powerbi, powerbi, powerbi, google colab, r, tableau",Internship,Hybrid,13-34 LPA,2025-07-10,13.0,34.0
Senior Data Analyst,"Peterson, Cisneros And Munoz",Entry Level,Bangalore,"python, powerbi, machine learning, tableau, powerbi, google colab",Part-Time,Hybrid,12-24 LPA,2025-08-31,12.0,24.0
Junior Data Analyst,Mitchell-Brown,Internship,New Delhi,"tableau, powerbi, excel",Full-Time,On-Site,8-22 LPA,2024-12-23,8.0,22.0
Data Analyst,Rodgers Ltd,Senior Level,Remote,"google cloud, google colab, excel, powerbi, powerbi, powerbi",Part-Time,Remote,4-34 LPA,2025-03-16,4.0,34.0
Senior Data Analyst,Miller Ltd,Senior Level,Chennai,"excel, powerbi, python, google cloud, sql",Contract,Hybrid,3-17 LPA,2025-07-20,3.0,17.0
Junior Data Analyst,Lewis Llc,Entry Level,Mumbai,"sql, google cloud, powerbi, powerbi, google colab",Contract,On-Site,7-20 LPA,2025-08-24,7.0,20.0
Junior Data Analyst,Williams-Diaz,Senior Level,Remote,"google colab, sql, powerbi, python",Full-Time,Hybrid,4-24 LPA,2024-12-12,4.0,24.0
Data Analytics Specialist,Cortez Llc,Senior Level,Bangalore,"r, powerbi, sql, powerbi, powerbi",Internship,On-Site,10-26 LPA,2025-03-06,10.0,26.0
Senior Data Analyst,"Robbins, Mitchell And Smith",Entry Level,New Delhi,"google cloud, powerbi, powerbi, tableau, excel",Part-Time,On-Site,7-21 LPA,2024-10-05,7.0,21.0
Data Analytics Specialist,"Thomas, Love And Allen",Mid Level,Mumbai,"tableau, powerbi, sql, powerbi",Part-Time,On-Site,13-16 LPA,2025-08-20,13.0,16.0
Data Analytics Specialist,Butler Llc,Internship,Mumbai,"machine learning, powerbi, powerbi, google colab, excel, google cloud",Internship,Remote,11-25 LPA,2024-10-10,11.0,25.0
Data Analyst,Stein-Davis,Mid Level,Hyderabad,"python, tableau, google colab",Part-Time,Hybrid,12-19 LPA,2024-10-22,12.0,19.0
Data Analyst,Thomas Ltd,Mid Level,New Delhi,"excel, google cloud, powerbi",Full-Time,On-Site,15-30 LPA,2024-11-08,15.0,30.0
Data Analytics Specialist,Bryant-Dickson,Internship,Remote,"sql, google cloud, tableau, excel, machine learning, powerbi",Part-Time,On-Site,8-24 LPA,2025-07-15,8.0,24.0
Senior Data Analyst,Dillon Ltd,Senior Level,New Delhi,"machine learning, python, google cloud, powerbi",Contract,Remote,9-25 LPA,2024-10-07,9.0,25.0
Senior Data Analyst,"Rodriguez, Elliott And Serrano",Internship,Pune,"powerbi, r, powerbi, powerbi",Internship,Remote,8-30 LPA,2024-09-03,8.0,30.0
Senior Data Analyst,Allen Ltd,Entry Level,Hyderabad,"powerbi, excel, machine learning",Full-Time,Remote,14-16 LPA,2025-05-05,14.0,16.0
Junior Data Analyst,"Pierce, Stanley And Gibbs",Senior Level,Chennai,"google colab, r, sql, python, powerbi",Full-Time,Hybrid,5-28 LPA,2025-03-05,5.0,28.0
Data Analyst,Bradley-Peck,Internship,Kolkata,"powerbi, tableau, r",Contract,Hybrid,10-20 LPA,2024-09-18,10.0,20.0
Data Analyst,Carroll Inc,Entry Level,New Delhi,"powerbi, google cloud, tableau, powerbi, python",Full-Time,On-Site,13-32 LPA,2024-11-03,13.0,32.0
Junior Data Analyst,Nelson And Sons,Entry Level,Hyderabad,"google cloud, google colab, r, excel, powerbi",Full-Time,On-Site,4-26 LPA,2025-07-07,4.0,26.0
Data Analyst,Hughes Plc,Senior Level,Kolkata,"machine learning, google colab, tableau, r, powerbi, excel",Contract,Remote,10-34 LPA,2025-01-01,10.0,34.0
Data Analytics Specialist,"Maynard, Mack And Paul",Entry Level,Pune,"sql, powerbi, google cloud",Part-Time,Hybrid,10-18 LPA,2025-08-14,10.0,18.0
Data Analyst,Kent Ltd,Entry Level,Pune,"powerbi, powerbi, google cloud",Part-Time,Hybrid,5-28 LPA,2025-01-25,5.0,28.0
Senior Data Analyst,Reyes-Rodriguez,Mid Level,Mumbai,"tableau, python, machine learning, powerbi",Part-Time,Remote,6-31 LPA,2024-09-09,6.0,31.0
Data Analyst,"Johnson, Evans And Nelson",Senior Level,New Delhi,"machine learning, google cloud, r, sql, powerbi, powerbi",Internship,Remote,15-28 LPA,2024-09-25,15.0,28.0
Junior Data Analyst,Mann Ltd,Mid Level,Hyderabad,"powerbi, excel, powerbi",Full-Time,Remote,4-20 LPA,2024-10-11,4.0,20.0
Junior Data Analyst,"Murphy, Craig And Bean",Internship,New Delhi,"powerbi, powerbi, google cloud, powerbi, sql",Part-Time,Hybrid,3-30 LPA,2025-06-30,3.0,30.0
Junior Data Analyst,Luna Inc,Internship,Pune,"powerbi, google colab, r, tableau, powerbi, machine learning",Internship,On-Site,9-31 LPA,2025-05-13,9.0,31.0
Data Analytics Specialist,Contreras-Harmon,Senior Level,Mumbai,"google colab, powerbi, google cloud, python",Internship,Hybrid,10-29 LPA,2024-11-13,10.0,29.0
Junior Data Analyst,"Smith, Warren And Evans",Senior Level,Remote,"r, python, excel, powerbi, google colab, machine learning",Part-Time,Remote,15-26 LPA,2024-10-07,15.0,26.0
Data Analyst,Good Group,Entry Level,New Delhi,"excel, tableau, powerbi",Part-Time,On-Site,5-18 LPA,2024-09-03,5.0,18.0
Data Analytics Specialist,"Becker, Blankenship And Lynn",Mid Level,Mumbai,"powerbi, r, powerbi, sql",Part-Time,Remote,13-18 LPA,2025-02-27,13.0,18.0
Junior Data Analyst,Norris Ltd,Senior Level,Kolkata,"sql, excel, r, machine learning, powerbi, powerbi",Part-Time,Remote,5-31 LPA,2025-07-15,5.0,31.0
Senior Data Analyst,"Garcia, Brown And Miles",Internship,Pune,"powerbi, excel, google cloud, machine learning, python, r",Contract,On-Site,12-23 LPA,2025-03-21,12.0,23.0
Senior Data Analyst,Barnes Plc,Senior Level,Chennai,"powerbi, python, sql, r, google colab, google cloud",Contract,Hybrid,8-20 LPA,2025-07-18,8.0,20.0
Junior Data Analyst,Wells Llc,Entry Level,Hyderabad,"machine learning, powerbi, sql",Part-Time,Hybrid,5-24 LPA,2025-03-30,5.0,24.0
Junior Data Analyst,"Miller, Cruz And Rodriguez",Mid Level,Remote,"tableau, powerbi, powerbi",Internship,Remote,6-22 LPA,2025-03-18,6.0,22.0
Data Analyst,Smith Llc,Mid Level,Chennai,"tableau, excel, powerbi, python, google cloud",Full-Time,Remote,5-28 LPA,2024-12-24,5.0,28.0
Data Analytics Specialist,"Rodriguez, Ramos And Davis",Mid Level,Pune,"tableau, python, sql, excel",Contract,On-Site,10-19 LPA,2024-09-27,10.0,19.0
Senior Data Analyst,Butler-Garcia,Senior Level,Remote,"python, machine learning, tableau, excel, powerbi",Part-Time,Remote,13-24 LPA,2025-05-04,13.0,24.0
Data Analytics Specialist,Hood-Wells,Entry Level,Kolkata,"powerbi, google colab, sql, r, powerbi, machine learning",Part-Time,On-Site,6-35 LPA,2025-06-03,6.0,35.0
Data Analyst,Willis-Browning,Internship,Hyderabad,"powerbi, r, powerbi, python",Contract,On-Site,7-16 LPA,2025-08-18,7.0,16.0
Junior Data Analyst,Kramer-Molina,Entry Level,Remote,"python, tableau, sql, powerbi, google cloud, powerbi",Part-Time,On-Site,12-35 LPA,2025-01-30,12.0,35.0
Data Analytics Specialist,"Robinson, Shaw And Prince",Mid Level,Remote,"google colab, sql, machine learning, google cloud",Full-Time,Hybrid,11-31 LPA,2024-12-13,11.0,31.0
Senior Data Analyst,"Wright, Andrade And Harris",Mid Level,Pune,"sql, machine learning, powerbi",Internship,On-Site,5-16 LPA,2024-11-23,5.0,16.0
Senior Data Analyst,Leonard And Sons,Internship,Chennai,"python, r, machine learning",Contract,Hybrid,9-18 LPA,2025-05-05,9.0,18.0
Senior Data Analyst,"Carter, Patterson And Rocha",Internship,Chennai,"r, sql, machine learning, tableau, google cloud",Full-Time,On-Site,13-35 LPA,2025-01-11,13.0,35.0
Data Analytics Specialist,Powers Llc,Entry Level,Pune,"sql, machine learning, powerbi, powerbi, google cloud, excel",Contract,Remote,8-32 LPA,2025-01-18,8.0,32.0
Data Analyst,"Wright, Garza And Nelson",Internship,New Delhi,"powerbi, r, google cloud",Contract,On-Site,12-17 LPA,2025-03-19,12.0,17.0
Junior Data Analyst,Ware And Sons,Senior Level,Pune,"python, powerbi, google colab, powerbi",Internship,Remote,4-32 LPA,2025-05-28,4.0,32.0
Junior Data Analyst,Lowe-Dixon,Mid Level,Bangalore,"machine learning, excel, sql",Part-Time,Hybrid,8-34 LPA,2025-01-13,8.0,34.0
Senior Data Analyst,"Foster, Herrera And Marquez",Entry Level,Pune,"machine learning, sql, excel",Part-Time,On-Site,9-17 LPA,2025-02-06,9.0,17.0
Data Analytics Specialist,Martin Ltd,Internship,Hyderabad,"excel, google cloud, sql, python",Contract,Hybrid,15-31 LPA,2024-09-17,15.0,31.0
Data Analyst,"Jackson, Jimenez And Mooney",Senior Level,Hyderabad,"machine learning, tableau, excel",Contract,On-Site,6-20 LPA,2025-01-24,6.0,20.0
Senior Data Analyst,Thornton Ltd,Senior Level,Bangalore,"machine learning, excel, google cloud, google colab, python",Part-Time,On-Site,15-29 LPA,2024-10-13,15.0,29.0
Junior Data Analyst,Andrews Llc,Mid Level,Bangalore,"google colab, sql, python, r, powerbi, machine learning",Contract,Hybrid,3-23 LPA,2025-05-31,3.0,23.0
Data Analyst,Carter-Campbell,Internship,Remote,"machine learning, google colab, excel, r",Contract,Hybrid,10-27 LPA,2025-05-29,10.0,27.0
Senior Data Analyst,"Tapia, Ali And Williams",Mid Level,Hyderabad,"r, powerbi, sql, python",Internship,Hybrid,10-18 LPA,2025-08-07,10.0,18.0
Data Analyst,Wu Group,Mid Level,New Delhi,"google colab, python, sql, powerbi",Internship,On-Site,7-35 LPA,2025-01-20,7.0,35.0
Data Analytics Specialist,Vincent And Sons,Entry Level,Hyderabad,"powerbi, machine learning, tableau, r, google colab",Contract,Hybrid,14-34 LPA,2025-02-23,14.0,34.0
Data Analytics Specialist,"Washington, Miller And Hampton",Senior Level,Remote,"tableau, google cloud, powerbi, excel, r",Part-Time,Hybrid,13-24 LPA,2025-05-10,13.0,24.0
Data Analytics Specialist,Lopez Group,Internship,Bangalore,"google cloud, powerbi, powerbi, python, google colab",Internship,On-Site,7-23 LPA,2025-04-04,7.0,23.0
Data Analytics Specialist,Levy Plc,Internship,Hyderabad,"r, excel, sql, powerbi, google cloud",Part-Time,On-Site,15-18 LPA,2025-03-25,15.0,18.0
Data Analytics Specialist,Conner And Sons,Senior Level,Chennai,"google cloud, sql, excel",Full-Time,Remote,5-16 LPA,2025-01-05,5.0,16.0
Data Analytics Specialist,"Stafford, Gonzalez And Miller",Senior Level,Mumbai,"tableau, powerbi, python",Part-Time,On-Site,10-22 LPA,2024-09-22,10.0,22.0
Data Analyst,"Castillo, Newton And Finley",Entry Level,Mumbai,"powerbi, google cloud, sql, excel",Internship,Hybrid,8-31 LPA,2025-08-30,8.0,31.0
Junior Data Analyst,King Ltd,Mid Level,Kolkata,"google colab, python, powerbi",Full-Time,Hybrid,11-26 LPA,2025-02-15,11.0,26.0
Data Analyst,Wall Llc,Internship,Hyderabad,"excel, powerbi, google colab, google cloud, powerbi, sql",Part-Time,On-Site,9-35 LPA,2025-02-09,9.0,35.0
Data Analyst,"Charles, Curtis And Garrett",Senior Level,Hyderabad,"sql, python, tableau, r",Full-Time,Remote,6-21 LPA,2025-01-27,6.0,21.0
Senior Data Analyst,Cooke Inc,Mid Level,Kolkata,"sql, google colab, r, python, google cloud, powerbi",Internship,On-Site,12-18 LPA,2025-04-04,12.0,18.0
Data Analyst,Obrien Inc,Senior Level,Remote,"powerbi, excel, tableau, sql, powerbi, google colab",Full-Time,Hybrid,11-17 LPA,2024-12-03,11.0,17.0
Senior Data Analyst,Rose-Shea,Senior Level,New Delhi,"powerbi, sql, tableau, machine learning",Contract,On-Site,15-33 LPA,2025-01-30,15.0,33.0
Data Analyst,Peters-Glover,Senior Level,Hyderabad,"python, google colab, powerbi",Full-Time,On-Site,11-23 LPA,2025-04-02,11.0,23.0
Senior Data Analyst,Leblanc-Jones,Mid Level,Chennai,"sql, machine learning, excel, google cloud, powerbi",Contract,Hybrid,15-26 LPA,2025-08-31,15.0,26.0
Data Analytics Specialist,Wilson-Davis,Mid Level,Pune,"google colab, powerbi, google cloud",Full-Time,Hybrid,12-24 LPA,2024-09-16,12.0,24.0
Data Analyst,"Orozco, Cooper And Ross",Mid Level,Chennai,"machine learning, powerbi, python, google cloud, sql, tableau",Contract,Remote,8-23 LPA,2025-05-04,8.0,23.0
Senior Data Analyst,Garcia Llc,Entry Level,Remote,"powerbi, machine learning, python, sql",Contract,On-Site,9-28 LPA,2025-06-10,9.0,28.0
Junior Data Analyst,Carter-Harris,Senior Level,Remote,"sql, r, tableau, powerbi",Part-Time,On-Site,10-28 LPA,2024-12-29,10.0,28.0
Senior Data Analyst,Thompson Inc,Mid Level,Chennai,"r, google cloud, powerbi, tableau, sql",Part-Time,Hybrid,8-29 LPA,2025-02-04,8.0,29.0
Senior Data Analyst,"Clayton, Hawkins And Skinner",Internship,Kolkata,"powerbi, google colab, r, google cloud, tableau, machine learning",Part-Time,Hybrid,10-32 LPA,2025-05-08,10.0,32.0
Junior Data Analyst,Cunningham Ltd,Entry Level,Bangalore,"r, sql, powerbi",Contract,Remote,5-32 LPA,2024-10-07,5.0,32.0
Junior Data Analyst,Travis-Cohen,Entry Level,Chennai,"sql, powerbi, powerbi, machine learning",Part-Time,Remote,4-23 LPA,2025-02-04,4.0,23.0
Data Analyst,Collins-Hayes,Entry Level,Bangalore,"powerbi, machine learning, google cloud, python",Part-Time,Hybrid,8-16 LPA,2025-04-21,8.0,16.0
Data Analyst,Johnson Group,Internship,Pune,"r, excel, tableau, google cloud, powerbi, python",Full-Time,On-Site,9-26 LPA,2025-05-23,9.0,26.0
Data Analytics Specialist,Nichols-Hodges,Senior Level,Pune,"sql, powerbi, tableau, python, powerbi, r",Contract,On-Site,11-32 LPA,2025-01-17,11.0,32.0
Junior Data Analyst,Mcguire Group,Mid Level,New Delhi,"powerbi, machine learning, excel, r",Contract,Hybrid,13-31 LPA,2025-04-02,13.0,31.0
Data Analytics Specialist,"Cameron, Hoffman And Wilson",Entry Level,Bangalore,"powerbi, sql, google cloud, machine learning, google colab",Internship,On-Site,9-23 LPA,2025-04-08,9.0,23.0
Data Analyst,Murray Llc,Internship,Hyderabad,"sql, powerbi, google colab, tableau, google cloud",Contract,Hybrid,6-34 LPA,2025-08-02,6.0,34.0
Senior Data Analyst,Garza-Johnson,Mid Level,Hyderabad,"sql, python, google cloud",Contract,On-Site,8-33 LPA,2025-05-10,8.0,33.0
Data Analyst,"Thompson, Olson And Morales",Internship,Pune,"excel, sql, powerbi",Contract,Hybrid,11-19 LPA,2024-12-04,11.0,19.0
Senior Data Analyst,"Larsen, Hall And Love",Entry Level,Kolkata,"sql, powerbi, google colab, r, excel, tableau",Full-Time,Hybrid,6-32 LPA,2024-10-30,6.0,32.0
Junior Data Analyst,Snyder-Clark,Senior Level,Mumbai,"powerbi, google cloud, powerbi, google colab, tableau",Part-Time,On-Site,10-24 LPA,2025-08-04,10.0,24.0
Data Analytics Specialist,"Simpson, Martinez And Schultz",Internship,New Delhi,"machine learning, powerbi, excel, sql, google cloud, tableau",Part-Time,Remote,13-16 LPA,2024-11-18,13.0,16.0
Junior Data Analyst,Lane-Weaver,Mid Level,New Delhi,"powerbi, excel, powerbi, python, machine learning, google colab",Contract,Hybrid,14-25 LPA,2025-06-29,14.0,25.0
Senior Data Analyst,Casey Inc,Mid Level,New Delhi,"powerbi, tableau, google cloud, excel, r",Part-Time,On-Site,9-23 LPA,2025-01-23,9.0,23.0
Data Analytics Specialist,"Woodward, Frazier And Dennis",Internship,Hyderabad,"tableau, powerbi, sql, excel",Part-Time,Hybrid,7-24 LPA,2025-08-24,7.0,24.0
Data Analyst,Drake-Burgess,Mid Level,Kolkata,"powerbi, google cloud, machine learning",Contract,On-Site,9-24 LPA,2024-12-22,9.0,24.0
Data Analytics Specialist,Wright-Ingram,Entry Level,Mumbai,"tableau, google cloud, python, sql, excel, machine learning",Internship,Hybrid,6-33 LPA,2025-03-25,6.0,33.0
Data Analyst,Lee-Barton,Senior Level,Kolkata,"google colab, powerbi, powerbi, tableau, r",Full-Time,Remote,10-28 LPA,2025-06-01,10.0,28.0
Senior Data Analyst,Riley-Torres,Senior Level,Remote,"python, machine learning, powerbi, powerbi",Part-Time,On-Site,9-27 LPA,2025-04-11,9.0,27.0
Senior Data Analyst,Payne And Sons,Entry Level,Hyderabad,"tableau, powerbi, excel, powerbi",Part-Time,Remote,12-23 LPA,2025-07-28,12.0,23.0
Data Analytics Specialist,Stewart Llc,Entry Level,Hyderabad,"powerbi, google cloud, powerbi, tableau",Contract,On-Site,5-17 LPA,2024-12-03,5.0,17.0
Data Analytics Specialist,"Figueroa, Jones And Rodriguez",Senior Level,Kolkata,"excel, tableau, google colab",Internship,Remote,11-24 LPA,2024-09-09,11.0,24.0
Data Analytics Specialist,Bryant-Hull,Mid Level,New Delhi,"machine learning, google cloud, powerbi, r, tableau",Internship,Remote,8-26 LPA,2025-06-12,8.0,26.0
Senior Data Analyst,Hernandez Inc,Mid Level,Bangalore,"powerbi, python, powerbi, tableau",Full-Time,Hybrid,6-17 LPA,2025-01-16,6.0,17.0
Data Analyst,Shields Inc,Entry Level,Mumbai,"powerbi, google colab, python, powerbi",Part-Time,Remote,11-27 LPA,2025-08-15,11.0,27.0
Junior Data Analyst,Valdez-Dunn,Internship,Chennai,"machine learning, excel, powerbi",Internship,Hybrid,15-24 LPA,2025-07-27,15.0,24.0
Data Analyst,"Thompson, Martinez And Short",Senior Level,Hyderabad,"powerbi, excel, machine learning",Full-Time,On-Site,9-22 LPA,2025-05-19,9.0,22.0
Data Analyst,"Eaton, James And Flynn",Mid Level,New Delhi,"sql, machine learning, python, powerbi, tableau",Internship,Remote,11-19 LPA,2024-12-03,11.0,19.0
Data Analyst,Lee Ltd,Senior Level,Chennai,"powerbi, machine learning, powerbi, excel, tableau",Contract,Remote,11-16 LPA,2024-09-25,11.0,16.0
Data Analyst,Ortiz-Schneider,Senior Level,Mumbai,"powerbi, r, google cloud, tableau, machine learning, excel",Internship,Remote,14-35 LPA,2024-09-10,14.0,35.0
Senior Data Analyst,"Dean, Smith And Porter",Entry Level,Bangalore,"powerbi, google colab, excel, sql, powerbi, python",Internship,On-Site,4-18 LPA,2025-08-01,4.0,18.0
Senior Data Analyst,"Jackson, Sandoval And Wood",Entry Level,Bangalore,"python, powerbi, powerbi, sql, google cloud",Full-Time,On-Site,5-35 LPA,2025-01-06,5.0,35.0
Data Analytics Specialist,"Smith, Small And Johnson",Mid Level,Kolkata,"google cloud, google colab, powerbi, python, powerbi",Contract,Remote,10-16 LPA,2025-08-19,10.0,16.0
Data Analyst,"Johnson, Rivas And Thompson",Mid Level,Bangalore,"google colab, r, google cloud",Contract,On-Site,11-35 LPA,2024-11-29,11.0,35.0
Data Analytics Specialist,"Nguyen, Ellis And Scott",Senior Level,Mumbai,"machine learning, powerbi, r",Contract,On-Site,7-27 LPA,2025-07-16,7.0,27.0
Senior Data Analyst,Bailey And Sons,Internship,Pune,"r, excel, google cloud, powerbi, tableau, machine learning",Part-Time,On-Site,4-34 LPA,2024-11-22,4.0,34.0
Senior Data Analyst,Harrell-Allen,Internship,Bangalore,"powerbi, google colab, powerbi",Part-Time,On-Site,15-22 LPA,2025-01-27,15.0,22.0
Senior Data Analyst,Martinez Group,Internship,Kolkata,"google colab, powerbi, machine learning, google cloud",Part-Time,Hybrid,6-28 LPA,2025-04-10,6.0,28.0
Data Analytics Specialist,Fuller-Johnson,Entry Level,Chennai,"r, google cloud, powerbi, python",Contract,Hybrid,14-28 LPA,2024-09-16,14.0,28.0
Data Analytics Specialist,"Garner, Lopez And Lewis",Internship,Mumbai,"powerbi, powerbi, r",Part-Time,On-Site,3-21 LPA,2025-04-14,3.0,21.0
Senior Data Analyst,Oconnor-Wade,Mid Level,Mumbai,"excel, powerbi, r, tableau, google cloud, google colab",Part-Time,On-Site,5-27 LPA,2025-07-17,5.0,27.0
Senior Data Analyst,Macdonald-Harper,Senior Level,Mumbai,"excel, r, powerbi, google cloud, python",Contract,On-Site,3-35 LPA,2025-06-21,3.0,35.0
Senior Data Analyst,"Jones, Curry And Brown",Senior Level,Pune,"python, r, tableau, powerbi, excel",Full-Time,On-Site,15-32 LPA,2024-09-24,15.0,32.0
Data Analytics Specialist,Griffith Llc,Internship,Chennai,"r, powerbi, machine learning",Full-Time,Hybrid,13-20 LPA,2024-11-19,13.0,20.0
Data Analytics Specialist,Sherman-Strickland,Entry Level,Mumbai,"google colab, python, powerbi",Internship,On-Site,6-26 LPA,2024-11-24,6.0,26.0
Data Analyst,Vance Group,Internship,Remote,"python, powerbi, machine learning, excel, powerbi, powerbi",Part-Time,Hybrid,6-18 LPA,2025-08-03,6.0,18.0
Senior Data Analyst,"Padilla, Rosario And King",Senior Level,Bangalore,"google cloud, sql, powerbi, machine learning",Internship,Remote,5-31 LPA,2025-01-01,5.0,31.0
Senior Data Analyst,Stone-Green,Mid Level,Remote,"tableau, powerbi, python, powerbi, powerbi",Contract,Hybrid,12-27 LPA,2025-06-10,12.0,27.0
